name,address,latitude,longitude,hours,website,phone,nearestSpot,nearestSpotCounty
Dan Foley’s Pub,"Main Street, Annascaul",52.151606,-10.053971,Check local listings,,,Annascaul,
The Randy Leprechaun,,52.153234,-10.050453,Check local listings,,,Annascaul,
Hanafin’s,"Main Street, Annascaul",52.151697,-10.053617,Check local listings,,,Annascaul,
The Blue Loo,"Main Street, Glengarriff",51.750121,-9.552333,Check local listings,https://www.theblueloo.com,+353 27 63167,Glengarriff,Cork
McCarthy’s Bar,"Main Street, Glengarriff",51.750247,-9.550204,Check local listings,,,Glengarriff,Cork
The Lough Avoul Inn,"Main Street, Glengarriff",51.749966,-9.551881,Check local listings,,+353 27 63440,Glengarriff,Cork
Bernard Harrington’s,"Main Street, Glengarriff",51.750159,-9.551913,Check local listings,,+353 27 63021,Glengarriff,Cork
An Tigín,"High Street, Schull",51.526904,-9.548268,Check local listings,,,Schull,
The Bunratty Inn,"Main Street, Schull",51.527015,-9.547918,Check local listings,,,Schull,
Hackett’s,"Main Street, Schull",51.526896,-9.545335,Check local listings,,,Schull,
T. J. Newman,"Main Street, Schull",51.526768,-9.545357,Check local listings,,,Schull,
Kavanagh’s,"35, New Street South, Dublin",53.336354,-6.272836,Check local listings,,,The Liberties,Dublin
The Kerryman’s,"140, Ballyhooly Road, Cork",51.908786,-8.455445,Check local listings,,,The Glen,
Gaelic Bar,,53.298759,-7.29187,Check local listings,,,Daingean,
The Blackthorn,,53.294548,-7.293271,Check local listings,,,Daingean,
Seery's Pub,,53.298495,-7.291764,Check local listings,,,Daingean,
The Boss Doyle’s Bar,"Forster Street, Galway",53.274487,-9.047081,Check local listings,,,Galway,
Crowe’s Sports Bar,"90, Bohermore, Galway",53.277414,-9.046541,Check local listings,,,Galway,
M.P. Walsh,"55, Dominick Street Lower, Galway",53.271144,-9.057029,Check local listings,,,Claddagh,Galway
Fibber Magee’s,"3, Eyre Square, Galway",53.274971,-9.048838,Check local listings,,,Galway,
Cunniffes Pub,Cloonboo,53.373983,-9.016658,Check local listings,,,Cluain Bú,
Regans,Cloonboo,53.375354,-9.016386,Check local listings,,,Cluain Bú,
Clarkes Tavern,Corrundulla,53.399896,-8.998717,Mo-Th 14:00-23:00; Fr-Sa 14:00-00:30; Su 12:00-23:00,,,Corrandulla,
T.F Varley,"Saint Mary’s Road, Headford",53.469458,-9.1073,Check local listings,,,Headford,
Quellys Bar,,53.486741,-9.026177,Check local listings,,,Caherlistrane,
Mulligans Bar,,53.718468,-8.99919,Check local listings,,,Claremorris,Mayo
Old Arch Bar,,53.718527,-8.999718,Check local listings,,,Claremorris,Mayo
The Ranch,,53.717919,-9.000094,Check local listings,,,Claremorris,Mayo
Hanleys Bar,,53.720886,-8.998418,Check local listings,,,Claremorris,Mayo
Maxwell's Bar,,53.719566,-8.998486,Check local listings,,,Claremorris,Mayo
Gilligans Bar,,53.720106,-8.998054,Check local listings,,,Claremorris,Mayo
Warde's Pub,,53.720232,-8.998386,Check local listings,,,Claremorris,Mayo
Clarke's Bar,,53.669887,-8.956909,Check local listings,,,Ballindine,Mayo
Sheridan's Bar,,53.614796,-8.899955,Check local listings,,,Milltown,
The Brook House,"75, Lower Main Street, Arklow",52.796911,-6.152185,Check local listings,,,Arklow,Wicklow
The Harbour Bar,"Lower Main Street, Arklow",52.795474,-6.151842,Check local listings,,,Arklow,Wicklow
Jimmy Molloy,,53.343755,-7.614213,Check local listings,,,Clara,Offaly
Bunny's Bar,,53.343104,-7.613973,Check local listings,,,Clara,Offaly
Christy Cowen,,53.342187,-7.612626,Check local listings,,,Clara,Offaly
Nigels Place,,53.342888,-7.614082,Check local listings,,,Clara,Offaly
Averno House,,53.679077,-6.239838,Check local listings,,,Laytown,Meath
Cottage Inn,Laytown,53.678739,-6.240173,Check local listings,,,Laytown,Meath
Cannings Pub,,53.019812,-8.363433,Check local listings,,,Upper Village,
Luca's Bar,,52.95147,-8.372481,Check local listings,,,Whitegate,Clare
Norri Henchy,,52.857022,-8.850903,Check local listings,,,Clooney,Clare
Tom Steele’s,Ennis,52.84784,-8.981882,Check local listings,,,Ennis,Clare
Gearys,,52.354589,-8.683065,Check local listings,,,Charleville,Cork
O'Connells,,52.354905,-8.683459,Check local listings,,,Charleville,Cork
The Four Winds,,52.353104,-8.681308,Check local listings,,,Charleville,Cork
T. Morris,"Monck Street, Wexford",52.341896,-6.462702,Check local listings,https://tmorris.ie/,,Wexford,Wexford
An Cappagh Nua,Barry Road,53.395102,-6.311176,Check local listings,,,Finglas,Dublin
Portstewart Arms,"2, Coleraine Road, Portstewart",55.181815,-6.717767,Check local listings,,,Portstewart,
Chelsea Wine Bar,,54.575739,-5.954721,Check local listings,,,Windsor,
Half Way Bar,,52.008159,-7.953726,Check local listings,,,Knockanore,
Central,,55.080688,-6.063551,Check local listings,,,Cushendall,
The Mariner,,55.061156,-6.060488,Check local listings,,,Waterfoot,
Diamond Arms,,55.200494,-6.250313,Check local listings,,,Ballycastle,
The Nook,"48, Causeway Road",55.232609,-6.516115,Check local listings,,,Ballyallaght,
Anchor Bar,"86-87, The Promenade, Portstewart",55.18284,-6.718561,Check local listings,,,Portstewart,
Dinny's Bar,,52.355117,-8.683667,Check local listings,,,Charleville,Cork
The Three Jolly Pigeons,,53.513645,-7.823177,Check local listings,,,Tubberclare,
E. McClean,,55.294683,-7.260547,Check local listings,,,Carndonagh,Donegal
Ballyknockan Inn,,53.106506,-6.499802,Check local listings,,,Ballyknockan,
Lakeside Bar,,53.106083,-6.499038,Check local listings,,,Ballyknockan,
Cliftonville Social Club,,54.619073,-5.947253,Check local listings,,,Cliftonville,
Keenans,,53.742176,-7.918925,Check local listings,,,Termonbarry,
The Castle Inn,Newcastle,53.071377,-6.064527,Check local listings,,,Newcastle,
The Roost,,55.128215,-6.676152,Check local listings,,,Coleraine,
The Three Horse Shoes,,51.909821,-8.450454,Check local listings,,,Montenotte,
Lily's Kitchen and Bar,,54.591722,-6.21376,09:00-23:00,https://www.lilyskitchenbar.co.uk/,+44 28 9442 2467,Glenavy,
The Ashburton,,51.908893,-8.45137,Check local listings,,,Montenotte,
Browne's,"45, Main Street, Gorey",52.675375,-6.296176,Check local listings,,,Gorey,
McGovern's,"72, Main Street, Gorey",52.675449,-6.294881,Check local listings,,+353539421810,Gorey,
"The ""64""","64, Main Street, Gorey",52.67513,-6.296086,Check local listings,http://64.ie/,,Gorey,
The Fowler,"35, Main Street, Gorey",52.675732,-6.294782,Check local listings,,,Gorey,
Knock Na Shee Inn,,54.105366,-8.685041,Check local listings,,,Cloonacool,
William Fox,,53.486828,-7.526564,Check local listings,,,Boher,
Collon Bar,,55.016213,-7.322228,Check local listings,,,Pennyburn,
Martins,,53.4913,-7.661844,Check local listings,,,Ballymore,
Cunninghams,"High Street, Ballymore",53.490625,-7.680378,Check local listings,,,Ballymore,
Rooneys,"High Street, Ballymore",53.49067,-7.679869,Check local listings,,,Ballymore,
Cassells,,53.491571,-7.660959,Check local listings,,,Ballymore,
The Winning Post,,53.535249,-7.631716,Check local listings,,,Moyvore,
West Kerry Brewery,,52.170482,-10.386506,Check local listings,,,Ballineanig,Kerry
McConville's,"1-3, Mandeville Street, Portadown",54.422118,-6.446926,Check local listings,,,Tavanagh,
Fusion,"George's Street, Drogheda",53.71691,-6.357086,Check local listings,,,Drogheda,
The Punt,"51, Fair Street, Drogheda",53.71659,-6.355385,Check local listings,,,Drogheda,
The Market Bar,"25, Main Street, Gorey",52.675996,-6.29376,Check local listings,,,Gorey,
French’s,"28, Main Street, Gorey",52.675918,-6.294068,Check local listings,,+353 53 942 1216,Gorey,
Loch Garman Arms,"90, Main Street, Gorey",52.676091,-6.292431,Check local listings,https://www.lochgarmanarms.com/,,Gorey,
Orchard Bar,,55.241985,-7.149548,Check local listings,,,Leckemy,Donegal
The Anchor Bar,"9-11, Bryansford Road, Newcastle",54.207031,-5.893401,Check local listings,https://www.anchorbar.co.uk,,Newcastle,
O'Hare's Pub,"121, Central Promenade, Newcastle",54.205827,-5.893241,Check local listings,,,Newcastle,
Crockett's (Bective Bar),,53.580112,-6.697439,Check local listings,,,Bective,Meath
Jacobs,,53.280502,-6.444563,"Mo-Th 10:30-23:30, Fr,Sa 10:30-00:30, Su 12:30-23:00",,,Saggart,
Quirkie's Bar,"1, Pearse Square, Cork",51.883609,-8.482484,Check local listings,,,The Lough,
Hemidemisemiquaver Bar,Dublin,53.348754,-6.228557,Check local listings,,,North Dock,
O’Shea’s,"19, Talbot Street, Dublin",53.350862,-6.25427,Check local listings,https://osheasoftalbotstreet.com,+353 1 836 5670,Dublin,
The Prince Bar,"Church Street, Athlone",53.423666,-7.938514,Check local listings,,,Athlone,
Karma Nightclub,"Church Street, Athlone",53.42384,-7.938316,Check local listings,,,Athlone,
The Bounty,,53.434769,-7.924162,Check local listings,,,Coosan,
The Huntsman Inn,"164, College Road, Galway",53.281386,-9.033777,Check local listings,https://www.huntsmaninn.com/,,Wellpark,
Clem’s,"45, Watergate Street, Navan",53.653501,-6.683616,Check local listings,,,Navan,
P. Clarke’s,"14-15, Bridge Street, Navan",53.65126,-6.682326,Check local listings,https://www.pclarkesbar.ie,+353469060342,Navan,
The Foundry,"11, Ludlow Street, Navan",53.652254,-6.683195,Check local listings,,,Navan,
Rowley’s Pub,"Bridge Street, Navan",53.651696,-6.682833,Check local listings,,,Navan,
P. Bermingham,"7, Ludlow Street, Navan",53.652435,-6.683281,Check local listings,http://berminghams.ie,,Navan,
Molly’s Bar,Letterfrack,53.5538,-9.948467,Check local listings,,,Letterfrack,
The Merlin Bar,Dublin Road,53.276059,-9.003569,Check local listings,,,Murrough,
Dereen Inn,,53.451504,-8.700919,Check local listings,,,Abbeyknockmoy,
Frank Mannions Bar,,53.435879,-8.751347,Check local listings,,,Abbeyknockmoy,
The Trappers Inn,,53.288992,-9.023565,Check local listings,,,Mervue,
Cheevers Bar,,53.487723,-8.567009,Check local listings,,,Moylough,
Minihan's Bar,,51.521421,-9.393826,Check local listings,,,Kilcoe,
The Angler's Rest,,53.832243,-7.521997,Check local listings,,,Cloonagh,
Keogh's,,53.830714,-7.522163,Check local listings,,,Cloonagh,
The Cellar Bar,"12, Eglinton Street, Galway",53.27418,-9.051481,Check local listings,https://thecellar.ie/,+353 91 563 966,Galway,
The Joymount Arms,,54.716523,-5.803152,Check local listings,,,Carrickfergus,
Mexx Nitelife,Monaghan,54.258403,-6.961342,Check local listings,https://www.4seasonshotel.ie/,,Monaghan,Monaghan
Bonner's Bar,,55.027734,-8.345884,Check local listings,,,Mullaghduff,
Tigh Hughes,,53.24453,-9.305699,closed,,,An Spidéal,
HYDE Bar,"Forster Street, Galway",53.274876,-9.046477,Check local listings,https://www.hydebargalway.ie/,+353 91 564 111,Galway,
Pilot Bar,"Main Street, Enniscrone",54.213031,-9.09295,Check local listings,,,Inishcrone,
Grange Tavern,,51.604305,-8.784331,Check local listings,,+353 23 884 0095,Lislevane,Cork
The Tack Room,,53.418372,-7.910082,Check local listings,,,Athlone,
Fitzpatrick’s,Gowna,53.87316,-7.534302,Check local listings,,,Loch Gowna,
White’s,Gowna,53.873761,-7.533744,Check local listings,,,Loch Gowna,
Madden’s Bridge Bar & Restaurant,"Main Street, Bundoran",54.477467,-8.280986,Check local listings,https://www.maddensbridgebar.ie,,Bundoran,
D. Murphy,"26, Bridge Street, Mallow",52.134906,-8.641079,Check local listings,,,Mallow,Cork
Murphy’s,"84, Davis Street, Mallow",52.13542,-8.641148,Check local listings,,,Mallow,Cork
Henry Loughran,"Trimgate Street, Navan",53.652667,-6.685127,Check local listings,,,Navan,
Willow Café,,52.143506,-9.717929,"Mo,Su off; Tu-Sa 08:30-16:00",,,Milltown,Kerry
O’Mara’s,"12, O'Curry Street, Kilkee",52.678797,-9.648195,Check local listings,,,Kilkee,Clare
Myles Creek,"O'Curry Street, Kilkee",52.678267,-9.648991,Check local listings,,,Kilkee,Clare
Scott’s,"O'Curry Street, Kilkee",52.679476,-9.647697,Check local listings,,,Kilkee,Clare
The Cape Bar,"Bull Ring, Wexford",52.3398,-6.462604,Check local listings,,,Wexford,Wexford
Boston Bar,"1, William Street, Bantry",51.678756,-9.451364,Check local listings,,,Bantry,Cork
Bantry Bay Bar,"Wolfe Tone Square, Bantry",51.6803,-9.453821,Check local listings,,,Bantry,Cork
Cosy Cabin Bar,"Barrack Street, Bantry",51.679817,-9.449963,Check local listings,,,Bantry,Cork
Ma Murphy’s,"New Street, Bantry",51.67946,-9.450923,Check local listings,,,Bantry,Cork
The Quays,"5-6, Wolfe Tone Square, Bantry",51.680379,-9.454724,Check local listings,,,Bantry,Cork
The Snug,"Wolfe Tone Square, Bantry",51.680363,-9.454876,Check local listings,,,Bantry,Cork
Corbett’s,"Cathederal Street, Thurles",52.679994,-7.807246,Check local listings,,,Thurles,Tipperary
The Arch Bar,"66, Liberty Square, Thurles",52.679237,-7.813615,Check local listings,https://archbar.ie,+35350422250,Thurles,Tipperary
O'Gorman's,,52.68219,-7.801495,Check local listings,,+353 504 21461,Thurles,Tipperary
Byrne’s Capitol Bar,"2, Ladyswell Street, Cashel",52.518389,-7.886258,Check local listings,,,Cashel,
Anchor Tavern,"New Street, Bantry",51.679674,-9.451839,Check local listings,,,Bantry,Cork
Lowry’s,"Market Square, Clifden",53.488009,-10.021831,Check local listings,,,Clifden,
The Woodfield Bar,"Market Street, Clifden",53.487768,-10.021862,Check local listings,,,Clifden,
E.J. Kings Bar & Restaurant,"Main Street, Clifden",53.48844,-10.02254,Mo-Th 10:00-23:30; Fr-Sa 10:00-00:30; Su 10:00-23:00,https://www.ejkings.com/,+353 (095) 21330,Clifden,
Guy’s Bar,"Main Street, Clifden",53.488574,-10.022159,Check local listings,https://guysbarclifden.com/,+3539521130,Clifden,
Mannion’s,"Market Street, Clifden",53.487731,-10.020852,Check local listings,,,Clifden,
Ravi’s Bar and Resturant,"1, Market Street, Clifden",53.487945,-10.02236,Mo-Su 10:30-23:30,,+3539521980,Clifden,
Griffin’s,"Main Street, Clifden",53.488751,-10.021475,Check local listings,http://www.griffinsbar.ie,+3539521370,Clifden,
Vaughan’s,"Market Street, Clifden",53.487481,-10.019176,Check local listings,,,Clifden,
The Black Lion,"Orchard Road, Clondalkin",53.321347,-6.393386,Check local listings,,,Clondalkin,Dublin
The Laurels,"Main Street, Clondalkin",53.320959,-6.39296,Check local listings,https://thelaurelsclondalkin.ie/,+353-1-457-0833,Clondalkin,Dublin
The Purty Central,"Main Street, Clondalkin",53.321196,-6.393218,Check local listings,https://www.thepurtycentral.com/,,Clondalkin,Dublin
The Steering Wheel,,53.320785,-6.394173,Check local listings,,,Clondalkin,Dublin
The Stable Bar,"Main Street, Carrigaline",51.812139,-8.392814,Check local listings,https://www.thestablescarrigaline.com,+353214834963,Carrigaline,Cork
Bradleys,,53.140546,-8.808272,Check local listings,,,Ardrahan,
Tarpey's,,53.156927,-8.805354,Check local listings,,,Ardrahan,
Joyce's,,53.157032,-8.806495,Check local listings,,,Ardrahan,
Sexton’s,"Main Street, Kinvarra",53.138826,-8.936281,Check local listings,,,Kinvarra,
The Roundy House Bar,,52.144205,-8.397809,Check local listings,,,Ballyhooly,
The Otter Pub,Inistioge,52.488557,-7.065955,Fr-Su 12:00-18:00,,,Inistioge,Kilkenny
The Oyster,,55.183239,-7.970528,Check local listings,,,Dunfanaghy,Donegal
Patsy Dan's,,55.18311,-7.972671,Check local listings,,,Dunfanaghy,Donegal
The Sandy Cove,"Church Road, Kilkee",52.677485,-9.649919,Check local listings,,,Kilkee,Clare
Keating's,,52.569437,-9.863057,Check local listings,,,Kilbaha,Clare
Sneem Tavern,"South Square, Sneem",51.838293,-9.899239,Check local listings,,,Sneem,
Riney’s Bar,"South Square, Sneem",51.83808,-9.899149,Check local listings,,,Sneem,
Murphy’s Bar,"South Square, Sneem",51.838014,-9.899062,Check local listings,,,Sneem,
The Blue Bull,"South Square, Sneem",51.83739,-9.898779,Check local listings,,,Sneem,
The Atlantic Bar,"The Square, Kenmare",51.880332,-9.584262,Check local listings,,,Kenmare,Kerry
O’Connor’s Bar,"The Square, Kenmare",51.880184,-9.583992,Check local listings,,,Kenmare,Kerry
The Wander Inn,"Henry Street, Kenmare",51.879795,-9.583577,Check local listings,,,Kenmare,Kerry
The Horseshoe,"3, Main Street, Kenmare",51.880084,-9.583264,Check local listings,,,Kenmare,Kerry
P. F. McCarthy’s,"14, Main Street, Kenmare",51.879724,-9.582919,Check local listings,https://www.pfskenmare.com/,+353 64 6641516,Kenmare,Kerry
The Roughty Bar,"19, Main Street, Kenmare",51.879436,-9.582262,Check local listings,,,Kenmare,Kerry
Crane Lane Theatre,"Crane Lane, Cork",51.897759,-8.469666,Check local listings,https://www.cranelanetheatre.ie/,,Cork,
The Black Sheep,"Kinloch Road, Campbeltown",55.425043,-5.604018,Check local listings,,,Campbeltown,
Nimmo's Bar & Lounge,,54.466868,-8.447593,Check local listings,,,Mullaghmore,
Trade House Central,"Unit 21, Main Street, Ballincollig",51.888095,-8.593139,Check local listings,https://www.tradehousecentral.com,+353 21 466 6001,Ballincollig,
The Stag's Head,,53.775709,-7.657664,Check local listings,,,Ballinalee,
The Olde Forge,,53.761058,-7.745776,Check local listings,,,Killeenatruan,
Lily Finnegans,,53.995868,-6.124116,Check local listings,,,Willville,
John Long's,,54.008384,-6.181101,Check local listings,,,Grange,
Kelly's,,52.639446,-9.485222,Check local listings,,,Kilrush,Clare
The Fountain Bar,Ballyvaughan,53.115503,-9.149244,Check local listings,,,Ballyvaughan,
Tig Coilí,"24, Mainguard Street, Galway",53.272365,-9.053555,Mo-Th 10:30-23:30; Fr-Sa 10:30-00:30; Su 12:30-23:00,https://tigchoiligalway.com/,+353 91 561 294,Galway,
Monroe’s,"14, Dominick Street Upper, Galway",53.269995,-9.057684,Check local listings,https://www.monroes.ie,+35391583397,Claddagh,Galway
Harry’s,"77, Bohermore, Galway",53.277771,-9.046476,Check local listings,https://harrysgalway.ie,,Galway,
Foxy John’s,"An tSráid Mhór, Dingle",52.14205,-10.269248,Check local listings,,,Dingle / Daingean Uí Chúis,Kerry
Rosie’s Bar,Aghada Lower,51.8435,-8.209835,Check local listings,,+353214661231,Aghada Lower,
M. Mc Mahon,,52.941218,-9.293588,Check local listings,,,Ennistymon,Clare
The Quilty Tavern,,52.817078,-9.455961,Check local listings,,,Quilty,Clare
Blake’s Bar,"Eglinton Street, Galway",53.274709,-9.05294,Check local listings,,,Galway,
Bunker’s Bar & Restaurant,"Iveragh Road, Killorglin",52.106902,-9.788013,Check local listings,https://bunkers.ie/,+353669761381,Killorglin,
O'Connells,,52.401026,-8.296098,Check local listings,,,Galbally,
O & B Nolan Pub,,53.429516,-8.475875,Check local listings,,,Castleblakeney,
Maire Lukes,,53.612879,-9.416997,Check local listings,,,Coill an tSíáin,
Johnny Crowley's,,51.764954,-8.657266,Check local listings,,,Innishannon,
Barretts,"Main Street, Innishannon",51.764838,-8.657941,Check local listings,,,Innishannon,
The Woodview,,51.765046,-8.658078,Check local listings,,,Innishannon,
The Bunch of Grapes,"2, High Street, Galway",53.271565,-9.053823,Check local listings,,+353 91 563 325,Galway,
The Green Briar,,53.264701,-8.823585,Check local listings,,,Clarinbridge,
JJ Sherry Bar,,53.228696,-8.880798,Check local listings,,,Clarinbridge,
O'Donoghues Bar,,53.2084,-8.86764,Check local listings,,,Kilcolgan,
Raftery's Rest,,53.209599,-8.868629,Check local listings,,,Kilcolgan,
Horan's Corner House,,53.092149,-8.219455,Check local listings,,,Portumna,Galway
Sinnotts on the Strand,"Coast Road, Rosslare",52.272874,-6.386617,Mo-Su off,https://sinnottsonthestrand.ie/,,Rosslare,
An Réalt,"An Bothar Buí, An Cheathrú Rua",53.260429,-9.607637,Check local listings,,+353 87 626 6695,Cuileán,
Thomas Fletcher,"13, North Main Street, Naas",53.21901,-6.662816,Check local listings,,,Naas,Kildare
Pine Lodge,,51.782469,-8.298329,Check local listings,,,Crosshaven,
Fox’s,"Ratholdren Road, Navan",53.656088,-6.68138,Check local listings,,,Navan,
